,gameId,playId,down,yardsToGo,yardsToEndzone,quarter,secondsUntilHalf,specialTeamsResult,kickingTeamScore,receivingTeamScore,kickDirectionIntended,kickType,week,year,end_frame,punterId,rGunnerId,rGunner_y,rGunner_vises,rVises1,rVises2,rGunner_lx,rGunner_ly,lGunnerId,lGunner_y,lGunner_vises,lVises1,lVises2,lGunner_lx,lGunner_ly,football_lx,football_ly
370,2018092309,3111,4,16,45.0,4,883,Fair Catch,28.0,17.0,L,A,3,2018,77,40600,46310,7.900000095367432,2,37206,46114,89.33000183105469,39.79999923706055,46329,44.599998474121094,1,31517,,100.54000091552734,48.86000061035156,94.25,41.20000076293945
371,2018092309,3278,4,10,84.0,4,758,Return,17.0,28.0,C,N,3,2018,81,46241,46243,6.7833333015441895,1,44893,,76.7699966430664,14.16333293914795,37206,50.20333480834961,1,46329,,60.77000045776367,25.793333053588867,83.91999816894531,15.90333366394043
372,2018092309,3402,4,10,65.0,4,624,Return,28.0,17.0,C,N,3,2018,81,40600,46310,11.489999771118164,1,37206,,78.75,12.899999618530273,46329,44.75,1,46087,,89.41999816894531,39.95000076293945,99.81999969482422,22.639999389648438
373,2018092309,3605,4,5,54.0,4,453,Fair Catch,17.0,28.0,C,N,3,2018,79,46241,46243,6.163333415985107,2,42875,46329,95.0999984741211,30.613332748413086,37206,41.063331604003906,1,43008,,99.81999969482422,35.18333435058594,97.9800033569336,33.24333190917969
374,2018092309,3692,4,6,84.0,4,366,Return,28.0,17.0,R,N,3,2018,77,40600,46310,5.789999961853027,1,37206,,68.6500015258789,8.09000015258789,46329,44.220001220703125,1,46243,,55.68000030517578,26.610000610351562,70.7699966430664,10.15999984741211
375,2018092310,301,4,5,71.0,1,1635,Return,0.0,0.0,L,N,3,2018,80,43468,45573,4.929999828338623,1,35953,,77.97000122070312,34.939998626708984,45571,48.43000030517578,2,42816,43485,81.33000183105469,51.70000076293945,89.62000274658203,47.66999816894531
376,2018092310,1095,4,6,71.0,2,887,Return,6.0,14.0,C,N,3,2018,75,43468,45573,5.423333168029785,1,35953,,77.52999877929688,13.533333778381348,45571,49.03333282470703,2,42816,43456,63.369998931884766,25.253334045410156,87.36000061035156,26.373332977294922
378,2018092310,3559,4,18,78.0,4,469,Return,35.0,23.0,R,N,3,2018,79,38815,46992,6.630000114440918,1,46729,,63.65999984741211,4.179999828338623,44930,44.88999938964844,1,45571,,65.66000366210938,28.31999969482422,80.62999725341797,12.15999984741211
379,2018092311,561,4,5,59.0,1,1100,Fair Catch,7.0,0.0,L,N,3,2018,84,29141,41377,8.613333702087402,1,41240,,93.62000274658203,40.71333312988281,43381,46.663333892822266,1,37092,,105.87000274658203,44.663333892822266,99.55999755859375,44.28333282470703
380,2018092311,1050,4,12,49.0,2,741,Touchback,0.0,14.0,C,A,3,2018,79,41420,35583,7.1533331871032715,1,40002,,102.7300033569336,31.9233341217041,39222,46.253334045410156,1,43381,,107.5,40.68333435058594,109.16000366210938,38.84333419799805
381,2018092311,1239,4,9,67.0,2,454,Return,14.0,0.0,L,N,3,2018,77,29141,41377,7.809999942779541,1,41240,,92.29000091552734,28.709999084472656,43381,45.79999923706055,1,46787,,98.22000122070312,36.7400016784668,102.44000244140625,32.97999954223633
382,2018092311,1847,4,23,88.0,2,95,Return,14.0,3.0,R,N,3,2018,75,29141,41377,6.639999866485596,1,41240,,69.81999969482422,3.0899999141693115,43381,47.40999984741211,2,43413,46787,48.86000061035156,43.97999954223633,76.01000213623047,3.4000000953674316
383,2018092311,2025,4,15,39.0,2,39,Touchback,14.0,3.0,C,A,3,2018,75,29141,43381,5.809999942779541,1,41240,,103.83000183105469,32.220001220703125,41377,45.13999938964844,1,37092,,107.33000183105469,42.68000030517578,103.2300033569336,38.349998474121094
384,2018092311,2159,4,11,76.0,3,1685,Return,3.0,14.0,R,N,3,2018,82,41420,35583,8.443333625793457,1,40002,,90.58999633789062,10.583333015441895,39222,46.2933349609375,2,41377,43381,68.81999969482422,27.573333740234375,94.54000091552734,10.683333396911621
385,2018092311,3922,4,3,61.0,4,55,Return,16.0,14.0,C,A,3,2018,77,41420,35583,6.880000114440918,1,40002,,90.44999694824219,31.93000030517578,39222,46.880001068115234,1,43381,,87.30000305175781,44.810001373291016,95.88999938964844,38.040000915527344
386,2018092312,156,4,2,58.0,1,1660,Fair Catch,0.0,0.0,C,N,3,2018,82,38138,43478,11.770000457763672,1,42827,,101.4800033569336,26.649999618530273,43501,46.880001068115234,1,39232,,98.62000274658203,33.83000183105469,95.36000061035156,28.56999969482422
387,2018092312,480,4,9,49.0,1,1315,Out of Bounds,0.0,0.0,L,A,3,2018,73,46218,39232,6.743333339691162,1,44872,,90.88999938964844,39.12333297729492,42827,45.93333435058594,1,42370,,100.95999908447266,51.38333511352539,101.0999984741211,55.53333282470703
388,2018092312,725,4,4,45.0,1,1174,Downed,0.0,0.0,L,A,3,2018,73,46218,39232,6.233333110809326,1,44872,,98.94000244140625,28.893333435058594,42827,46.163333892822266,1,42370,,105.88999938964844,46.1533317565918,100.47000122070312,41.12333297729492
389,2018092312,931,4,9,79.0,1,1009,Return,0.0,0.0,C,N,3,2018,81,38138,43478,11.930000305175781,1,42827,,77.29000091552734,17.510000228881836,43501,47.61000061035156,2,39232,46215,64.33999633789062,20.780000686645508,77.08000183105469,18.6200008392334
390,2018092312,1035,4,6,65.0,1,906,Out of Bounds,0.0,0.0,L,N,3,2018,66,46218,39232,5.2833333015441895,1,44872,,70.75,26.963333129882812,42827,47.43333435058594,2,42370,43478,49.52000045776367,50.233333587646484,91.44000244140625,54.733333587646484
391,2018092312,1141,4,9,79.0,2,813,Return,0.0,0.0,L,N,3,2018,81,38138,43478,12.533333778381348,1,42827,,74.3499984741211,34.9033317565918,43501,47.5433349609375,2,39232,46215,67.0199966430664,52.33333206176758,77.30000305175781,42.27333450317383
392,2018092312,2052,4,9,74.0,2,61,Return,3.0,14.0,C,N,3,2018,75,38138,43478,8.313333511352539,1,42592,,72.52999877929688,18.183332443237305,43501,45.95333480834961,2,39232,46215,67.16000366210938,43.59333419799805,83.8499984741211,29.213333129882812
393,2018092312,2384,4,6,80.0,3,1716,Return,17.0,3.0,R,N,3,2018,75,46218,39232,5.869999885559082,1,44872,,78.26000213623047,8.149999618530273,42827,47.970001220703125,2,42370,43478,57.18000030517578,32.369998931884766,85.4800033569336,9.640000343322754
394,2018092312,2512,4,7,86.0,3,1574,Out of Bounds,3.0,17.0,L,N,3,2018,80,38138,43478,8.40333366394043,1,42592,,60.310001373291016,27.58333396911621,43501,46.33333206176758,1,39232,,68.69000244140625,49.17333221435547,67.9000015258789,51.813331604003906
395,2018092312,2603,4,17,69.0,3,1448,Fair Catch,17.0,3.0,C,N,3,2018,81,46218,39232,5.920000076293945,1,44872,,77.31999969482422,36.0099983215332,42827,47.18000030517578,2,42370,43478,75.36000061035156,42.7400016784668,81.70999908447266,36.75
396,2018092312,3440,4,4,81.0,4,533,Return,24.0,6.0,C,R,3,2018,72,46218,39232,9.66333293914795,1,44872,,57.220001220703125,20.703332901000977,42827,47.53333282470703,2,42370,43478,58.79999923706055,50.0433349609375,72.61000061035156,31.893333435058594
397,2018092312,3753,4,4,69.0,4,339,Return,24.0,13.0,C,N,3,2018,66,46218,39232,4.353333473205566,2,43501,44872,69.2300033569336,9.603333473205566,42827,44.76333236694336,1,42370,,71.41999816894531,31.713333129882812,80.20999908447266,25.78333282470703
398,2018092312,4215,4,11,83.0,4,74,Return,24.0,13.0,C,N,3,2018,64,46218,39232,6.37333345413208,1,44872,,50.31999969482422,18.35333251953125,42827,46.09333419799805,1,42370,,50.65999984741211,29.273332595825195,65.30999755859375,15.543333053588867
399,2018092313,124,4,4,52.0,1,1724,Downed,0.0,0.0,R,A,3,2018,75,40437,43700,8.293333053588867,1,41362,,92.91999816894531,5.363333225250244,33234,49.4033317565918,1,39984,,92.94999694824219,16.863332748413086,96.91999816894531,4.933333396911621
400,2018092313,541,4,11,76.0,1,1203,Out of Bounds,0.0,3.0,R,N,3,2018,72,40437,43700,5.413333415985107,2,39984,43680,63.31999969482422,19.483333587646484,33234,48.5533332824707,2,42543,45657,65.37999725341797,38.7933349609375,70.55999755859375,11.723333358764648
401,2018092313,991,4,2,67.0,2,761,Return,0.0,10.0,C,N,3,2018,73,40437,43700,4.78000020980835,1,41362,,61.54999923706055,18.670000076293945,33234,47.61000061035156,2,42543,45657,75.26000213623047,44.91999816894531,87.77999877929688,27.43000030517578
402,2018092313,2625,4,10,55.0,3,1032,Return,10.0,20.0,R,A,3,2018,74,40437,46312,11.523333549499512,1,42543,,95.87000274658203,0.0833333358168602,33234,46.95333480834961,2,39984,45657,81.30999755859375,22.253334045410156,100.16999816894531,13.793333053588867
403,2018092313,2959,4,11,80.0,4,674,Return,10.0,23.0,L,N,3,2018,76,40437,43700,6.130000114440918,2,39984,43680,47.369998931884766,4.28000020980835,33234,48.29999923706055,2,41362,45657,60.27000045776367,51.68000030517578,79.44999694824219,43.47999954223633
404,2018092313,3059,4,6,76.0,4,566,Fair Catch,23.0,10.0,R,N,3,2018,78,40113,43680,10.373332977294922,1,43700,,82.41000366210938,12.873332977294922,45657,47.1533317565918,2,34654,35466,56.70000076293945,24.753334045410156,83.66000366210938,13.393333435058594
405,2018092313,3381,4,8,55.0,4,283,Out of Bounds,23.0,10.0,L,A,3,2018,66,40113,45657,7.223333358764648,2,43700,46312,76.69000244140625,32.34333419799805,43680,46.67333221435547,2,34654,35466,85.37000274658203,51.323333740234375,93.91000366210938,53.21333312988281
406,2018092400,139,4,4,84.0,1,1674,Downed,0.0,0.0,C,N,3,2018,72,42333,34458,8.0600004196167,1,44065,,58.790000915527344,15.899999618530273,44906,45.58000183105469,1,43397,,61.54999923706055,39.150001525878906,64.95999908447266,36.060001373291016
407,2018092400,223,4,8,57.0,1,1619,Fair Catch,0.0,0.0,C,N,3,2018,76,38600,43397,7.353333473205566,1,38645,,83.83999633789062,32.94333267211914,41575,46.87333297729492,1,43314,,87.54000091552734,36.563331604003906,87.04000091552734,34.483333587646484
408,2018092400,771,4,17,36.0,1,1030,Downed,7.0,6.0,L,A,3,2018,77,38600,43397,7.993333339691162,2,34458,38645,93.4000015258789,33.503334045410156,41575,46.1533317565918,1,43314,,106.79000091552734,48.08333206176758,105.16999816894531,41.59333419799805
409,2018092400,1575,4,6,73.0,2,369,Fair Catch,16.0,7.0,C,N,3,2018,74,42333,34458,7.773333549499512,2,44065,46122,77.86000061035156,25.823333740234375,44906,41.62333297729492,1,43397,,77.37000274658203,29.453332901000977,79.94999694824219,26.143333435058594
410,2018092400,1727,4,17,42.0,2,228,Downed,16.0,7.0,C,A,3,2018,81,42333,34458,8.793333053588867,1,43397,,104.62000274658203,16.58333396911621,44906,42.74333190917969,1,46132,,102.55000305175781,28.143333435058594,101.41999816894531,19.933332443237305
411,2018092400,3619,4,11,63.0,4,537,Return,30.0,20.0,C,N,3,2018,69,42333,34458,8.800000190734863,1,44065,,80.76000213623047,21.209999084472656,44906,45.779998779296875,1,43397,,76.61000061035156,27.399999618530273,78.55999755859375,25.139999389648438
412,2018092400,4104,4,29,56.0,4,190,Touchback,30.0,27.0,L,N,3,2018,75,42333,34458,8.84000015258789,1,44065,,89.83999633789062,32.900001525878906,38645,46.060001373291016,1,43397,,94.66999816894531,42.72999954223633,97.06999969482422,44.040000915527344
413,2018092400,4221,4,10,80.0,4,169,Return,27.0,30.0,C,N,3,2018,78,38600,41575,7.7133331298828125,2,34458,38645,62.15999984741211,13.083333015441895,44896,41.073333740234375,1,43314,,73.0,27.383333206176758,89.66999816894531,18.733333587646484
414,2018092700,1414,4,3,68.0,2,425,Out of Bounds,14.0,17.0,L,N,4,2018,74,38815,42816,5.369999885559082,1,46099,,72.55999755859375,29.399999618530273,45706,45.38999938964844,1,46466,,84.16999816894531,52.04999923706055,80.68000030517578,52.72999954223633
415,2018092700,1496,4,6,67.0,2,348,Downed,17.0,14.0,R,N,4,2018,61,,43533,7.383333206176758,1,45706,,74.16000366210938,10.09333324432373,46099,45.77333450317383,1,42816,,65.83999633789062,27.573333740234375,76.05000305175781,7.173333168029785
416,2018092700,1895,4,16,70.0,2,108,Fair Catch,17.0,21.0,R,N,4,2018,75,,43533,9.733333587646484,1,45706,,85.38999938964844,2.7333333492279053,46099,43.38333511352539,1,42816,,77.58000183105469,16.08333396911621,83.22000122070312,5.603333473205566
418,2018092700,3422,4,18,69.0,4,851,Return,28.0,38.0,C,N,4,2018,78,,43533,9.760000228881836,1,45706,,80.30999755859375,9.90999984741211,46466,45.880001068115234,1,42816,,81.13999938964844,27.6200008392334,85.95999908447266,25.09000015258789
419,2018092700,4070,4,1,66.0,4,150,Downed,38.0,31.0,L,N,4,2018,71,38815,45706,5.703333377838135,1,46466,,80.7300033569336,34.073333740234375,42816,47.09333419799805,1,43343,,88.69999694824219,47.08333206176758,78.88999938964844,52.27333450317383
421,2018093000,2659,4,18,39.0,3,1367,Fair Catch,28.0,27.0,C,A,4,2018,76,34593,43663,10.079999923706055,1,40018,,103.41999816894531,29.1299991607666,43488,44.0,1,40008,,105.68000030517578,34.7400016784668,101.25,30.860000610351562
422,2018093000,2805,4,3,70.0,3,1203,Return,27.0,28.0,C,N,4,2018,71,37267,44074,10.493332862854004,1,41250,,70.7699966430664,36.58333206176758,46263,44.893333435058594,2,43987,45020,54.7599983215332,44.21333312988281,81.41000366210938,35.96333312988281
423,2018093001,303,4,10,75.0,1,1561,Return,0.0,7.0,C,N,4,2018,80,38600,46213,7.423333168029785,2,35583,41240,57.029998779296875,27.263334274291992,43397,46.4033317565918,1,46787,,77.04000091552734,37.563331604003906,85.37999725341797,37.51333236694336
424,2018093001,430,4,17,73.0,1,1468,Return,7.0,0.0,C,A,4,2018,81,41420,35583,7.429999828338623,1,44065,,84.83000183105469,18.56999969482422,39222,49.11000061035156,2,41968,43397,80.43000030517578,28.200000762939453,88.58999633789062,22.739999771118164
425,2018093001,652,4,15,72.0,1,1254,Return,0.0,7.0,L,N,4,2018,70,38600,46213,6.503333568572998,2,35583,41240,68.44000244140625,31.6733341217041,43397,46.9033317565918,2,43413,46787,73.73999786376953,51.53333282470703,74.13999938964844,50.1533317565918
426,2018093001,1367,4,13,78.0,2,655,Return,3.0,21.0,C,N,4,2018,80,38600,43397,5.25,2,35583,41240,59.65999984741211,3.9700000286102295,46213,47.70000076293945,2,43413,46787,45.220001220703125,37.720001220703125,76.20999908447266,29.540000915527344
427,2018093001,1656,4,7,72.0,2,496,Fair Catch,3.0,28.0,L,N,4,2018,81,38600,46213,8.729999542236328,1,41240,,77.80000305175781,33.7599983215332,43397,45.65999984741211,1,46787,,83.88999938964844,39.58000183105469,81.20999908447266,42.25
428,2018093001,3005,4,10,48.0,3,1239,Out of Bounds,3.0,45.0,L,A,4,2018,79,38600,43397,8.703332901000977,1,41240,,96.13999938964844,15.053333282470703,46213,42.9033317565918,1,43474,,98.45999908447266,28.703332901000977,95.68000030517578,46.26333236694336
429,2018093001,3107,4,3,76.0,3,1151,Fair Catch,45.0,3.0,C,A,4,2018,76,41420,35583,6.920000076293945,1,44065,,68.22000122070312,25.389999389648438,39222,46.77000045776367,1,41968,,72.62999725341797,40.75,77.7699966430664,39.93000030517578
430,2018093002,163,4,12,45.0,1,1674,Touchback,0.0,0.0,L,A,4,2018,78,40113,43680,6.699999809265137,1,44872,,97.27999877929688,31.8700008392334,45657,46.41999816894531,1,42370,,102.0199966430664,40.9900016784668,106.16000366210938,40.0
431,2018093002,244,4,2,72.0,1,1568,Downed,0.0,0.0,L,N,4,2018,78,38138,43478,8.34333324432373,1,39984,,74.66999816894531,33.10333251953125,43501,46.223331451416016,1,41362,,86.44999694824219,49.03333282470703,82.43000030517578,49.63333511352539
432,2018093002,428,4,6,41.0,1,1307,Fair Catch,0.0,0.0,L,A,4,2018,77,40113,45657,7.570000171661377,1,44872,,98.44999694824219,38.529998779296875,43680,43.0099983215332,1,42370,,111.02999877929688,44.939998626708984,99.47000122070312,39.04999923706055
433,2018093002,1967,4,17,62.0,2,12,Fair Catch,10.0,13.0,C,N,4,2018,72,40113,43680,9.813333511352539,1,44904,,95.16000366210938,18.233333587646484,45657,48.42333221435547,2,42370,43478,75.12999725341797,20.023332595825195,91.81999969482422,23.85333251953125
434,2018093002,2352,4,32,48.0,3,1464,Fair Catch,13.0,10.0,R,A,4,2018,79,38138,43478,7.173333168029785,1,42543,,101.80999755859375,12.543333053588867,43501,46.34333419799805,1,41362,,95.1500015258789,13.91333293914795,98.36000061035156,13.793333053588867
435,2018093002,2435,4,10,88.0,3,1328,Fair Catch,10.0,13.0,R,N,4,2018,81,40113,43680,10.729999542236328,1,44872,,71.33000183105469,13.239999771118164,45657,48.529998779296875,2,42370,43478,52.290000915527344,42.939998626708984,73.94000244140625,13.149999618530273
436,2018093003,126,4,1,72.0,1,1670,Return,0.0,0.0,C,N,4,2018,79,46903,37200,10.520000457763672,1,46243,,78.44000244140625,28.540000915527344,43737,47.34000015258789,1,46724,,81.62999725341797,39.290000915527344,82.91000366210938,30.399999618530273
437,2018093003,354,4,11,41.0,1,1401,Fair Catch,0.0,0.0,C,A,4,2018,76,46241,46243,6.7133331298828125,1,44839,,104.72000122070312,15.763333320617676,46724,42.893333435058594,1,45478,,99.69999694824219,19.883333206176758,103.70999908447266,17.803333282470703
438,2018093003,439,4,10,94.0,1,1381,Fair Catch,0.0,0.0,C,N,4,2018,88,46903,37200,9.149999618530273,2,46114,46243,65.26000213623047,32.130001068115234,43737,45.83000183105469,1,46724,,66.47000122070312,34.459999084472656,67.3499984741211,33.58000183105469
439,2018093003,799,4,5,47.0,1,996,Return,0.0,6.0,R,A,4,2018,74,46903,37200,8.550000190734863,1,46243,,100.69999694824219,9.180000305175781,43737,44.75,1,46724,,96.76000213623047,19.25,99.04000091552734,13.8100004196167
440,2018093003,1173,4,15,90.0,2,571,Return,0.0,13.0,R,N,4,2018,79,46903,37200,8.633333206176758,1,46243,,66.29000091552734,6.303333282470703,43737,43.983333587646484,1,46724,,48.790000915527344,14.833333015441895,68.12999725341797,6.803333282470703
441,2018093003,1327,4,5,44.0,2,459,Fair Catch,0.0,13.0,C,A,4,2018,78,46903,37200,7.12333345413208,1,46114,,101.29000091552734,18.043333053588867,43737,41.823333740234375,1,46087,,97.5999984741211,22.113332748413086,98.79000091552734,21.113332748413086
442,2018093003,1563,4,13,51.0,2,168,Touchback,13.0,0.0,R,N,4,2018,82,46241,44873,26.799999237060547,1,43737,,94.1500015258789,12.609999656677246,46724,45.56999969482422,1,37200,,97.33999633789062,14.210000038146973,106.87000274658203,12.920000076293945
443,2018093003,2692,4,11,65.0,3,1070,Return,0.0,19.0,C,N,4,2018,81,46903,37200,8.84333324432373,2,46114,46243,89.4000015258789,17.953332901000977,43737,45.99333190917969,1,46724,,81.69999694824219,31.463333129882812,92.26000213623047,23.683332443237305
444,2018093003,2796,4,11,82.0,3,1001,Return,19.0,0.0,C,N,4,2018,78,46241,44873,4.710000038146973,2,43737,46223,58.939998626708984,33.58000183105469,46724,43.310001373291016,1,37200,,64.5199966430664,45.56999969482422,65.26000213623047,40.34000015258789
445,2018093003,2899,4,19,71.0,4,900,Return,0.0,19.0,C,N,4,2018,79,46903,37200,5.349999904632568,2,46114,46724,70.87999725341797,22.549999237060547,43737,42.4900016784668,1,46243,,74.33000183105469,25.1200008392334,76.83000183105469,18.670000076293945
446,2018093003,3125,4,28,66.0,4,600,Out of Bounds,0.0,19.0,L,N,4,2018,72,46903,37200,8.6899995803833,1,46724,,72.58999633789062,29.700000762939453,43737,47.119998931884766,1,46243,,83.70999908447266,44.33000183105469,80.86000061035156,45.650001525878906
447,2018093003,3281,4,1,58.0,4,371,Fair Catch,19.0,0.0,R,N,4,2018,87,46241,44873,9.483333587646484,1,43737,,92.04000091552734,10.183333396911621,46724,46.09333419799805,1,37200,,67.62000274658203,31.58333396911621,93.54000091552734,11.143333435058594
448,2018093004,522,4,20,49.0,1,1244,Downed,0.0,7.0,L,A,4,2018,74,46810,39012,11.539999961853027,1,43554,,97.72000122070312,36.2400016784668,42430,48.93000030517578,1,45287,,104.77999877929688,46.54999923706055,106.26000213623047,42.9900016784668
449,2018093004,734,4,24,90.0,1,1104,Return,7.0,7.0,C,N,4,2018,75,45153,46349,6.113333225250244,2,37164,46137,49.52000045776367,29.953332901000977,43554,43.84333419799805,2,39012,46778,46.59000015258789,52.28333282470703,75.2699966430664,27.69333267211914
450,2018093004,1181,4,6,52.0,2,860,Fair Catch,7.0,14.0,L,A,4,2018,60,45153,46349,6.889999866485596,1,37164,,80.23999786376953,30.579999923706055,43554,41.75,1,39012,,92.33000183105469,50.47999954223633,81.31999969482422,43.0099983215332
451,2018093004,1507,4,3,64.0,2,653,Out of Bounds,7.0,14.0,L,A,4,2018,81,45153,46349,5.789999961853027,2,37164,46137,72.79000091552734,33.59000015258789,43554,42.869998931884766,1,39012,,89.08999633789062,52.029998779296875,95.88999938964844,56.869998931884766
452,2018093004,1631,4,8,56.0,2,538,Fair Catch,14.0,7.0,R,N,4,2018,58,46810,39012,11.65333366394043,1,43554,,86.19999694824219,13.223333358764648,42430,46.18333435058594,1,45287,,77.9800033569336,30.90333366394043,83.98999786376953,16.90333366394043
453,2018093004,1734,4,9,90.0,2,448,Return,7.0,14.0,R,N,4,2018,75,45153,43554,6.150000095367432,1,37164,,64.3499984741211,10.319999694824219,46349,42.900001525878906,1,39012,,59.439998626708984,20.5,67.55000305175781,12.75
454,2018093004,2001,4,23,43.0,2,120,Fair Catch,14.0,7.0,C,A,4,2018,59,46810,39012,9.643333435058594,1,43554,,96.95999908447266,11.233333587646484,42430,47.223331451416016,1,45395,,92.48999786376953,29.253334045410156,88.16000366210938,20.47333335876465
455,2018093004,3316,4,12,47.0,3,1072,Downed,17.0,28.0,L,A,4,2018,78,45153,46349,8.443333625793457,1,37164,,95.13999938964844,32.24333190917969,43554,45.21333312988281,1,39012,,107.76000213623047,41.563331604003906,104.5199966430664,41.723331451416016
456,2018093004,3535,4,10,59.0,4,858,Return,28.0,17.0,R,N,4,2018,78,46810,39012,5.173333168029785,2,43554,45395,92.36000061035156,16.393333435058594,,,,,,,,100.30999755859375,7.773333549499512
457,2018093005,207,4,2,48.0,1,1650,Downed,0.0,0.0,L,N,4,2018,76,43524,41308,7.53000020980835,1,43294,,97.37999725341797,33.16999816894531,42590,47.36000061035156,1,40688,,103.25,38.470001220703125,103.93000030517578,38.77000045776367
458,2018093005,725,4,3,84.0,1,997,Return,0.0,3.0,C,N,4,2018,77,43524,41308,7.210000038146973,1,46700,,66.7300033569336,25.020000457763672,42590,46.40999984741211,1,42037,,63.630001068115234,36.45000076293945,69.30000305175781,32.84000015258789
459,2018093005,1237,4,21,60.0,2,294,Out of Bounds,0.0,6.0,R,N,4,2018,72,43524,41308,6.423333168029785,1,46700,,90.61000061035156,3.9733333587646484,42590,47.38333511352539,1,42037,,83.43000030517578,20.463333129882812,87.8499984741211,-0.5866666436195374
460,2018093005,2062,4,2,56.0,3,1660,Downed,16.0,0.0,C,N,4,2018,83,46316,46700,7.863333225250244,1,37212,,101.41999816894531,23.623332977294922,46130,44.86333465576172,1,46248,,103.36000061035156,36.85333251953125,105.2300033569336,26.483333587646484
461,2018093005,2412,4,1,58.0,3,1372,Touchback,0.0,18.0,C,N,4,2018,74,43524,41308,6.070000171661377,1,42037,,93.91999816894531,21.0,42590,46.56999969482422,1,40688,,94.95999908447266,27.850000381469727,105.76000213623047,24.34000015258789
462,2018093005,2985,4,17,82.0,3,1032,Return,3.0,25.0,C,N,4,2018,74,43524,41308,6.5,1,46700,,71.37000274658203,26.65999984741211,42590,45.41999816894531,1,42037,,66.47000122070312,36.11000061035156,79.94999694824219,30.979999542236328
463,2018093005,3121,4,7,53.0,3,945,Return,25.0,3.0,C,N,4,2018,63,46316,46700,8.783333778381348,1,37212,,83.83000183105469,8.953332901000977,46130,45.76333236694336,1,46248,,85.3499984741211,27.883333206176758,96.33000183105469,22.113332748413086
464,2018093005,3646,4,1,59.0,4,565,Fair Catch,25.0,12.0,L,N,4,2018,88,46316,46700,11.050000190734863,1,37212,,91.29000091552734,37.040000915527344,46130,45.470001220703125,1,46248,,94.7699966430664,47.36000061035156,95.31999969482422,46.470001220703125
465,2018093005,3731,4,10,86.0,4,539,Muffed,12.0,25.0,R,N,4,2018,66,43524,41308,6.313333511352539,1,46700,,51.34000015258789,13.34333324432373,42590,46.38333511352539,1,42037,,50.27000045776367,27.503334045410156,65.44999694824219,14.363333702087402
466,2018093005,4036,4,6,80.0,4,273,Return,12.0,25.0,C,N,4,2018,75,43524,41308,6.883333206176758,1,42037,,66.25,11.993332862854004,42590,46.483333587646484,1,40688,,60.400001525878906,33.21333312988281,77.37000274658203,24.373332977294922
467,2018093006,192,4,7,50.0,1,1631,Out of Bounds,0.0,0.0,L,N,4,2018,70,45296,46278,7.989999771118164,1,33234,,88.19000244140625,33.20000076293945,41354,45.02000045776367,1,35466,,102.7300033569336,46.29999923706055,89.08999633789062,54.869998931884766
468,2018093006,724,4,10,70.0,1,1117,Return,0.0,3.0,C,N,4,2018,78,45296,46278,7.010000228881836,2,35466,46312,64.41000366210938,40.27000045776367,41354,47.68000030517578,2,34654,46775,73.66000366210938,50.47999954223633,83.7300033569336,32.47999954223633
469,2018093006,971,4,6,60.0,2,860,Return,0.0,3.0,C,N,4,2018,79,45296,41354,7.823333263397217,1,46775,,95.1500015258789,7.733333110809326,46278,45.42333221435547,1,46312,,92.26000213623047,26.08333396911621,98.9000015258789,17.273332595825195
470,2018093006,1283,4,8,48.0,2,656,Out of Bounds,0.0,10.0,R,A,4,2018,77,45296,41354,10.123332977294922,1,43700,,101.31999969482422,6.953333377838135,46278,45.733333587646484,1,35466,,92.6500015258789,14.853333473205566,88.45999908447266,1.0833333730697632
471,2018093006,1487,4,7,60.0,2,470,Return,10.0,0.0,C,N,4,2018,66,40437,43700,5.880000114440918,2,41354,45302,65.27999877929688,19.700000762939453,33234,48.189998626708984,2,45312,46278,75.16999816894531,47.22999954223633,85.51000213623047,32.9900016784668
472,2018093006,1666,4,15,80.0,2,358,Return,0.0,17.0,R,N,4,2018,74,45296,41354,4.3433332443237305,2,34654,46775,63.040000915527344,0.16333332657814026,46200,45.21333312988281,2,35466,46312,60.689998626708984,10.933333396911621,72.73999786376953,4.273333549499512
473,2018093006,2346,4,8,73.0,3,1756,Return,24.0,0.0,C,N,4,2018,74,40437,43700,4.760000228881836,2,44909,46278,59.119998931884766,19.75,33234,48.810001373291016,2,41354,45312,66.11000061035156,47.880001068115234,80.62000274658203,31.239999771118164
474,2018093006,2469,4,21,71.0,3,1619,Return,0.0,24.0,C,N,4,2018,83,45296,41354,3.8933334350585938,2,34654,46775,82.12999725341797,-0.14666666090488434,46200,46.143333435058594,2,35466,46312,75.75,18.483333587646484,90.76000213623047,15.333333015441895
475,2018093006,3313,4,18,83.0,4,710,Return,0.0,38.0,C,N,4,2018,66,45296,46200,8.729999542236328,1,46312,,61.95000076293945,15.529999732971191,41354,45.75,1,46775,,61.349998474121094,44.36000061035156,64.5999984741211,33.81999969482422
476,2018093007,390,4,9,47.0,1,1456,Touchback,0.0,3.0,C,A,4,2018,72,45603,44979,7.433333396911621,1,40031,,102.25,30.163333892822266,46194,43.253334045410156,1,42006,,109.2300033569336,39.67333221435547,113.31999969482422,35.51333236694336
477,2018093007,497,4,13,58.0,1,1345,Touchback,3.0,0.0,R,N,4,2018,77,33338,46221,7.75,1,46194,,100.56999969482422,5.829999923706055,43446,46.15999984741211,1,44855,,85.47000122070312,19.139999389648438,107.45999908447266,5.849999904632568
