pid,gameId,playId,jerseyRank,isLeft,isRight,nflId,vises,vise1,vise2,optimal_time,alt_time,path_time,fire_time,fireTimeS
2715,2019100608,1297,0,1,0,42359.0,1.0,43446.0,,5.4568096133228865,8.664409615611705,6.246263822487076,0.789,0.145
2715,2019100608,1297,1,0,1,46223.0,2.0,43554.0,47899.0,3.9751601381875936,8.50840959272352,,4.533,1.14
2716,2019100608,1380,0,0,1,46221.0,2.0,42359.0,46223.0,6.1362137655482245,9.214213776992317,7.498688725011991,1.362,0.222
2716,2019100608,1380,1,1,0,43554.0,1.0,44985.0,,7.434137323043646,9.39901377241468,10.003367023076871,1.965,0.264
2717,2019100608,1984,0,1,0,42359.0,1.0,43446.0,,5.050734862316414,8.372334841717048,6.356180802966984,1.305,0.258
2717,2019100608,1984,1,0,1,46223.0,2.0,42006.0,42973.0,6.130174245760988,8.373534869182869,7.220140026402805,1.09,0.178
2718,2019100608,2073,0,0,1,46221.0,1.0,42359.0,,5.620687764826562,8.34828776711538,,2.728,0.485
2718,2019100608,2073,1,1,0,43446.0,1.0,44985.0,,7.172868712591269,9.011887792292383,7.992156317504784,0.819,0.114
2719,2019100608,2693,0,1,0,42359.0,1.0,42006.0,,4.389407291188311,7.6858072660113095,,3.296,0.751
2719,2019100608,2693,1,0,1,46223.0,1.0,43446.0,,4.514503319313018,7.5562072751665825,7.605286418498321,3.042,0.674
2720,2019100608,3595,0,1,0,42359.0,2.0,42006.0,47899.0,5.37042279437631,7.984022790943083,6.4607055740390225,1.09,0.203
2720,2019100608,3595,1,0,1,46223.0,1.0,43446.0,,6.542735402779574,8.509622776065763,7.284300513539956,0.742,0.113
2721,2019100608,3693,0,0,1,46221.0,1.0,42359.0,,5.242690700980038,8.547490696402402,6.622674856463329,1.38,0.263
2721,2019100608,3693,1,1,0,43446.0,1.0,44985.0,,6.976223048353644,8.613490719290585,7.733427259457388,0.757,0.109
2722,2019100609,166,0,1,0,46178.0,1.0,46775.0,,5.733277910888758,8.890477904022303,8.6766174509604,2.943,0.513
2722,2019100609,166,1,0,1,46257.0,1.0,43700.0,,4.854735216388881,9.046477926910487,6.124950468927036,1.27,0.262
2723,2019100609,383,0,1,0,33234.0,1.0,46178.0,,4.91372790684469,8.202927888534143,6.231771737305106,1.318,0.268
2723,2019100609,383,1,0,1,43700.0,1.0,46257.0,,6.066355920635065,8.291727861068322,7.089406187620314,1.023,0.169
2724,2019100609,1175,0,1,0,46178.0,1.0,46775.0,,4.744048266111673,8.03924827068931,5.952034040258892,1.208,0.255
2724,2019100609,1175,1,0,1,46257.0,1.0,43700.0,,4.893538211452578,8.087248282133402,6.04578915105736,1.152,0.235
2725,2019100609,1584,0,1,0,46178.0,2.0,46775.0,47828.0,5.466303326423603,8.213103339012104,,2.747,0.502
2725,2019100609,1584,1,0,1,46257.0,2.0,41308.0,43700.0,6.8050403692614445,8.406303326423602,,1.601,0.235
2726,2019100609,1752,0,0,1,33234.0,1.0,46257.0,,3.8031858538817316,7.051585874481097,5.156104519457314,1.353,0.356
2726,2019100609,1752,1,1,0,43700.0,1.0,48010.0,,4.769215132159188,7.357585840148821,8.830281956874119,2.588,0.543
2727,2019100609,2170,0,1,0,46178.0,2.0,46775.0,47828.0,6.18577650916982,9.138976525191548,,2.953,0.477
2727,2019100609,2170,1,0,1,46257.0,1.0,43700.0,,5.706666629502908,9.57337645423818,,3.867,0.678
2728,2019100609,2319,0,0,1,33234.0,3.0,42875.0,,5.659759284348248,8.605759307236433,,2.946,0.521
2728,2019100609,2319,1,1,0,43700.0,1.0,48010.0,,6.161654520156201,8.982559291214702,9.915151567753007,2.821,0.458
2729,2019100609,2920,0,1,0,46178.0,1.0,46775.0,,3.755278131910825,7.172878076979185,4.991380042758967,1.236,0.329
2729,2019100609,2920,1,0,1,46257.0,1.0,43700.0,,4.730908840766407,7.087678129622007,5.762421114154595,1.032,0.218
2730,2019100609,3219,0,1,0,46178.0,1.0,46775.0,,4.652828384478808,8.024828430255175,7.117431460999276,2.465,0.53
2730,2019100609,3219,1,0,1,46257.0,1.0,43700.0,,4.666884151825538,7.888028389056445,5.855930206994707,1.189,0.255
2731,2019100609,3341,0,0,1,33234.0,1.0,46257.0,,4.62256672848897,7.974166707889605,5.929132518279248,1.307,0.283
2731,2019100609,3341,1,1,0,43700.0,1.0,46178.0,,5.971739061111113,8.078566751377153,6.928051154731687,0.956,0.16
2732,2019100609,3567,0,1,0,46178.0,2.0,41308.0,46775.0,6.621250253111104,9.674050259977559,,3.053,0.461
2732,2019100609,3567,1,0,1,46257.0,2.0,43700.0,47828.0,5.445127172246405,9.183250255972126,6.368715249656166,0.924,0.17
2733,2019100609,3972,0,1,0,46178.0,2.0,41308.0,46775.0,5.775573933659096,8.99157395654728,,3.216,0.557
2733,2019100609,3972,1,0,1,46257.0,2.0,43700.0,47828.0,4.533112661310144,8.895573933659097,5.922461402439849,1.389,0.306
2734,2019100609,4075,0,1,0,33234.0,2.0,46178.0,46257.0,5.778688767843547,8.875888760977091,,3.097,0.536
2734,2019100609,4075,1,0,1,43700.0,1.0,48010.0,,6.027879249210191,9.192688744955364,7.121402188821595,1.094,0.181
2735,2019100609,4190,0,1,0,46178.0,2.0,41308.0,46775.0,6.854921884529179,9.860921907417362,,3.006,0.439
2735,2019100609,4190,1,0,1,46257.0,2.0,43700.0,47828.0,4.605774032646986,10.122521886817998,,5.517,1.198
2736,2019100609,4286,0,1,0,33234.0,1.0,46257.0,,5.533698812346898,8.86969883523508,,3.336,0.603
2736,2019100609,4286,1,0,1,41308.0,1.0,48010.0,,6.701612458968051,8.894898839812718,9.193666347117345,2.193,0.327
2737,2019100610,389,0,1,0,45579.0,1.0,46220.0,,5.515544740835402,8.750744745413039,,3.235,0.587
2737,2019100610,389,1,0,1,46729.0,2.0,46125.0,46168.0,5.613994281939559,8.717144720236037,,3.103,0.553
2738,2019100610,2218,0,1,0,45579.0,2.0,46125.0,46220.0,6.459249187231014,9.641649184942196,,3.182,0.493
2738,2019100610,2218,1,0,1,46729.0,1.0,46168.0,,6.621582845781772,9.612849212408015,7.7133289433010574,1.092,0.165
2739,2019100610,2399,0,1,0,45797.0,1.0,46729.0,,3.476149118913809,6.785749109758536,4.895239348578907,1.419,0.408
2739,2019100610,2399,1,0,1,46220.0,1.0,41330.0,,5.182483697126198,6.80854911662499,5.990939267296222,0.808,0.156
2740,2019100610,2531,0,1,0,45579.0,1.0,46220.0,,4.27541342866928,7.481813403492278,5.613520928419179,1.338,0.313
2740,2019100610,2531,1,0,1,46729.0,1.0,46168.0,,6.278922100550755,7.2862134469798265,8.514950062693567,1.007,0.16
2741,2019100610,2611,0,1,0,45797.0,1.0,46729.0,,4.954169221367847,8.203769212212574,,3.25,0.656
2741,2019100610,2611,1,0,1,46168.0,1.0,41330.0,,6.220865736924357,7.848569207634936,8.299775119673669,1.628,0.262
2742,2019100610,2705,0,1,0,45579.0,1.0,46220.0,,4.55963307751182,7.778033098111185,5.790648193552073,1.231,0.27
2742,2019100610,2705,1,0,1,46729.0,1.0,46168.0,,5.511342715346027,7.896833070645364,,2.385,0.433
2743,2019100610,2956,0,1,0,45797.0,1.0,46729.0,,5.786364387911833,9.010764374178923,,3.224,0.557
2743,2019100610,2956,1,0,1,46168.0,1.0,41330.0,,6.329233575649993,8.84156439248947,,2.512,0.397
2744,2019100610,3733,0,0,1,46729.0,1.0,46168.0,,5.450576221030133,8.694176246207135,6.649685439815441,1.199,0.22
2744,2019100610,3733,1,1,0,44286.0,1.0,46220.0,,5.453902174886734,8.689376193564312,,3.235,0.593
2745,2019100611,191,0,1,0,43357.0,2.0,42370.0,43478.0,6.2860252788489825,9.5236252811378,9.400517328583598,3.114,0.495
2745,2019100611,191,1,0,1,46114.0,2.0,42094.0,44904.0,5.2123082007372155,9.409625304025985,,4.197,0.805
2746,2019100611,654,0,0,1,42094.0,2.0,43357.0,47804.0,5.000442401772078,8.383242351418074,,3.383,0.677
2746,2019100611,654,1,1,0,48684.0,1.0,44845.0,,3.372963459435405,8.294442378883895,4.646947479036868,1.274,0.378
2747,2019100611,1263,0,1,0,43357.0,2.0,42370.0,43478.0,7.141772956710588,10.513773002486955,,3.372,0.472
2747,2019100611,1263,1,0,1,46114.0,2.0,42094.0,44904.0,6.211401990886538,10.108172931533586,,3.897,0.627
2748,2019100611,1394,0,1,0,42094.0,1.0,46114.0,,4.104956255326359,7.499756250748722,5.431660373719791,1.327,0.323
2748,2019100611,1394,1,0,1,48684.0,1.0,47968.0,,5.592476726588004,7.33295626677045,8.013606232423342,1.74,0.311
2749,2019100611,2113,0,1,0,43357.0,1.0,42370.0,,3.401621962624094,6.8312219534688206,4.685022619199637,1.283,0.377
2749,2019100611,2113,1,0,1,46114.0,1.0,42094.0,,6.184273247027854,6.389621974068186,,0.205,0.033
2750,2019100611,2382,0,0,1,42094.0,1.0,46265.0,,4.487860731316368,7.8598607770927345,5.767941653041539,1.28,0.285
2750,2019100611,2382,1,1,0,48684.0,1.0,47968.0,,5.783080473975256,7.8130607358940045,6.814530850163352,1.031,0.178
2751,2019100611,3383,0,0,1,46265.0,2.0,42094.0,44904.0,5.365647406655231,8.593647418099323,,3.228,0.602
2751,2019100611,3383,1,1,0,47968.0,1.0,42370.0,,5.265373380706132,8.666847434121053,6.435741687020185,1.17,0.222
2752,2019100611,3938,0,0,1,46265.0,2.0,42094.0,44904.0,6.6065119703104385,9.554911990909805,8.760778080803458,2.154,0.326
2752,2019100611,3938,1,1,0,47968.0,2.0,42370.0,43478.0,5.481972492457893,9.720511947422255,,4.239,0.773
2753,2019100611,4367,0,0,1,46265.0,1.0,42094.0,,5.007038915447138,8.356238897136592,6.209177454486214,1.202,0.24
2753,2019100611,4367,1,1,0,47968.0,1.0,42370.0,,4.636301064116536,8.446238897136592,,3.81,0.822
2754,2019100612,1389,0,0,1,46522.0,1.0,47817.0,,6.116012510080024,9.178412507791204,8.336157328363518,2.22,0.363
2754,2019100612,1389,1,1,0,47984.0,2.0,46349.0,47927.0,5.651426108930975,9.29121251465766,,3.64,0.644
2755,2019100612,3077,0,0,1,47984.0,1.0,47817.0,,4.403730069768554,7.3605300537468255,5.663105072304244,1.259,0.286
2755,2019100612,3077,1,1,0,41353.0,1.0,47927.0,,4.608316293631864,7.713330060613281,,3.105,0.674
2756,2019100612,3371,0,1,0,48118.0,2.0,43493.0,46193.0,3.8092387257373796,7.106838728026197,5.211539183737306,1.402,0.368
2756,2019100612,3371,1,0,1,47927.0,1.0,38536.0,,3.986825183556806,7.122438741759108,5.228967803923883,1.242,0.312
2757,2019100612,3467,0,1,0,47984.0,1.0,47927.0,,6.693061281441286,9.78906130432947,,3.096,0.463
2757,2019100612,3467,1,0,1,41353.0,1.0,47817.0,,6.8292836610923855,10.020661283730105,,3.191,0.467
2758,2019100700,408,0,0,1,42718.0,1.0,41483.0,,3.0951137961643784,6.5331137503880115,4.36297309081899,1.268,0.41
2758,2019100700,408,1,1,0,46164.0,1.0,41448.0,,4.53908829863127,6.4623138465183825,,1.923,0.424
2759,2019100700,489,0,0,1,46992.0,1.0,46211.0,,6.28583981833679,9.69263985953552,,3.407,0.542
2759,2019100700,489,1,1,0,46672.0,1.0,41358.0,,5.968056514580138,9.650639813759152,7.217497368653749,1.249,0.209
2760,2019100700,1424,0,0,1,42718.0,1.0,46672.0,,4.064192416734948,7.449392421312584,5.331896277695056,1.268,0.312
2760,2019100700,1424,1,1,0,46164.0,2.0,43407.0,46346.0,6.484076169140183,7.049792430467859,8.801930333071311,0.566,0.087
2761,2019100700,1986,0,0,1,46992.0,1.0,46164.0,,6.197089594325262,9.548689573725897,7.3664819686712,1.169,0.189
2761,2019100700,1986,1,1,0,46672.0,2.0,41358.0,46211.0,5.709203591457904,9.462289598902899,,3.753,0.657
2762,2019100700,2611,0,0,1,46992.0,1.0,46164.0,,5.457054624745905,8.880654592702449,6.441340081963227,0.984,0.18
2762,2019100700,2611,1,1,0,46672.0,1.0,46354.0,,4.0252581532919045,8.890254583547176,5.281145849710915,1.256,0.312
2763,2019100700,3123,0,0,1,46992.0,1.0,46164.0,,5.82201386990574,8.898813853884011,8.324612014555164,2.503,0.43
2763,2019100700,3123,1,1,0,46672.0,1.0,41358.0,,4.389481619602352,9.086013847017558,,4.697,1.07
2764,2019100700,3348,0,0,1,42718.0,1.0,46672.0,,5.874338957438664,9.211538950572209,6.940616456535419,1.066,0.182
2764,2019100700,3348,1,1,0,46164.0,1.0,46346.0,,4.846248633563302,9.236739012370304,,4.39,0.906
2765,2019100700,3613,0,0,1,42718.0,2.0,43407.0,46672.0,6.350037836746185,9.398037848190276,,3.048,0.48
2765,2019100700,3613,1,1,0,46164.0,1.0,46346.0,,5.80557097414435,8.909637841896025,6.670344952492048,0.865,0.149
2766,2019100700,3885,0,0,1,46992.0,2.0,46164.0,46211.0,5.921614018816339,9.172414037126885,,3.251,0.549
2766,2019100700,3885,1,1,0,46672.0,1.0,41358.0,,4.628492905257799,9.214414025682792,5.926835117123796,1.298,0.281
2767,2019101000,295,0,0,1,43488.0,1.0,43700.0,,4.581126125765907,7.96032610745536,5.834155364386607,1.253,0.274
2767,2019101000,295,1,1,0,43986.0,1.0,46775.0,,6.690700603569898,7.912326153231728,,1.222,0.183
2768,2019101000,380,0,1,0,33234.0,2.0,47891.0,47963.0,6.198919698973456,9.125719682951727,,2.927,0.472
2768,2019101000,380,1,0,1,43700.0,1.0,43986.0,,5.553516958195455,9.462919676085273,,3.909,0.704
2769,2019101000,561,0,0,1,43488.0,1.0,43700.0,,3.779656550383113,7.1360565252061114,4.988113120926389,1.208,0.32
2769,2019101000,561,1,1,0,43986.0,1.0,46775.0,,4.239918784704413,7.091656538939021,,2.852,0.673
2770,2019101000,763,0,1,0,33234.0,2.0,47891.0,47963.0,5.8719178767164255,9.002717895026972,,3.131,0.533
2770,2019101000,763,1,0,1,43700.0,1.0,43986.0,,5.6570617272931605,9.300317840095332,,3.643,0.644
2772,2019101000,1067,0,0,1,43488.0,1.0,34654.0,,4.59437493893739,7.989174934359753,5.491550062443062,0.897,0.195
2772,2019101000,1067,1,1,0,43986.0,0.0,,,3.0461449739739743,7.956774993869031,4.353016801953087,1.307,0.429
2773,2019101000,1259,0,0,1,33234.0,1.0,38569.0,,4.64735167149966,7.878951650900294,7.584620426430309,2.937,0.632
2773,2019101000,1259,1,1,0,43700.0,1.0,47813.0,,4.677451676944929,7.967751680654933,5.940181228850982,1.263,0.27
2774,2019101000,3041,0,0,1,47963.0,1.0,43700.0,,3.9814972263013417,7.2922972446118886,5.165508254008943,1.184,0.297
2774,2019101000,3041,1,1,0,43986.0,1.0,34654.0,,3.806700666142151,7.407497249189525,5.037084559199641,1.23,0.323
2775,2019101000,3523,0,0,1,47963.0,1.0,43700.0,,4.730707873113147,8.132707918889514,,3.402,0.719
2775,2019101000,3523,1,1,0,43986.0,1.0,34654.0,,4.964422522429297,8.025907877690784,7.202994525580014,2.239,0.451
2776,2019101300,250,0,1,0,44992.0,1.0,41338.0,,4.829525099796177,8.099525099796177,,3.27,0.677
2776,2019101300,250,1,0,1,43397.0,1.0,44065.0,,5.7033232076031455,8.161925097507359,6.761625149390331,1.058,0.186
2778,2019101300,884,0,1,0,44992.0,1.0,41338.0,,4.73134505083795,8.006145046260313,5.915067294824959,1.184,0.25
2778,2019101300,884,1,0,1,43397.0,1.0,44065.0,,4.908492947339986,8.036145046260312,,3.128,0.637
2779,2019101300,1097,0,1,0,46762.0,2.0,43757.0,47877.0,5.488631639840907,8.377031660440272,,2.888,0.526
2779,2019101300,1097,1,0,1,46205.0,1.0,43397.0,,5.883458889471389,8.435831632974452,,2.552,0.434
2780,2019101300,1768,0,0,1,46762.0,1.0,43397.0,,5.459818346098536,8.780218355253808,6.505629372087041,1.046,0.192
2780,2019101300,1768,1,1,0,46205.0,1.0,47877.0,,4.589659558432607,8.566618330076807,5.987627016643468,1.398,0.305
2781,2019101300,2003,0,1,0,44992.0,1.0,41338.0,,5.399693426644012,8.62289344266574,,3.223,0.597
2781,2019101300,2003,1,0,1,43397.0,1.0,44065.0,,4.729322345182431,8.805293440376921,6.032975395352761,1.304,0.276
2782,2019101300,2221,0,1,0,46256.0,2.0,43757.0,47877.0,6.107650143291503,9.312850147869138,,3.205,0.525
2782,2019101300,2221,1,0,1,46762.0,1.0,43397.0,,4.4648486175894115,9.428050152446776,,4.963,1.112
2783,2019101300,2325,0,1,0,44992.0,1.0,43351.0,,5.874359001342447,9.110758976165446,7.112553153963633,1.238,0.211
2783,2019101300,2325,1,0,1,43397.0,1.0,41338.0,,5.706228721477693,9.051959003631264,,3.346,0.586
2785,2019101300,3576,0,1,0,44992.0,1.0,43351.0,,6.019303613103473,9.176503606237016,,3.157,0.525
2785,2019101300,3576,1,0,1,43397.0,1.0,44065.0,,5.921479440026499,9.244903626836383,7.162170588274686,1.241,0.21
2786,2019101300,4222,0,0,1,46762.0,1.0,43397.0,,5.401588356477841,8.388388340456112,7.756883978156036,2.355,0.436
2786,2019101300,4222,1,1,0,46205.0,1.0,47877.0,,4.655670357030511,8.48918835876666,6.076937370285988,1.421,0.305
2787,2019101301,324,0,1,0,48530.0,1.0,38707.0,,6.417959190648419,9.64355920438133,9.478194434636489,3.06,0.477
2787,2019101301,324,1,0,1,43987.0,2.0,43396.0,43498.0,6.090170291310268,9.45155921582542,,3.361,0.552
2788,2019101301,801,0,0,1,43987.0,2.0,44828.0,46259.0,5.834355659419804,8.875155677730351,,3.041,0.521
2788,2019101301,801,1,1,0,45020.0,1.0,38707.0,,4.950512521013355,9.080355682307987,6.197868277688782,1.247,0.252
2789,2019101301,1309,0,0,1,43987.0,1.0,38707.0,,2.784552392077229,6.1349524012325025,4.237904882025434,1.453,0.522
2789,2019101301,1309,1,1,0,45020.0,1.0,43498.0,,4.42498430969898,6.121752385210774,7.621884338506296,1.697,0.383
2790,2019101301,1498,0,0,1,43396.0,1.0,43987.0,,5.449026741418935,8.809026741418934,6.246591646792805,0.798,0.146
2790,2019101301,1498,1,1,0,38707.0,1.0,45302.0,,3.3385380948835897,8.812626709375477,4.664190635470931,1.326,0.397
2791,2019101301,2480,0,0,1,43396.0,1.0,43987.0,,4.224520778050384,7.597720736851654,5.68358798088845,1.459,0.345
2791,2019101301,2480,1,1,0,38707.0,1.0,45302.0,,4.294007679489015,7.529320773472747,5.328071815346388,1.034,0.241
2792,2019101301,2783,0,0,1,48530.0,1.0,38707.0,,4.176389633980432,7.411589638558069,5.434348909299862,1.258,0.301
2792,2019101301,2783,1,1,0,45020.0,1.0,43498.0,,4.752598814006041,7.543589684334436,5.879147361301083,1.127,0.237
2793,2019101301,3257,0,0,1,48530.0,1.0,38707.0,,3.9170507681354456,6.990250784157174,5.306274787848592,1.389,0.355
2793,2019101301,3257,1,1,0,45020.0,1.0,43498.0,,4.844838722977329,7.302250772713082,5.4914318129056126,0.647,0.133
2794,2019101302,869,0,0,1,39232.0,1.0,41483.0,,3.7169297666509142,6.647329775806188,5.055086324958335,1.338,0.36
2794,2019101302,869,1,1,0,47915.0,1.0,41448.0,,4.48404483441249,6.692929789539098,,2.209,0.493
2796,2019101302,1702,0,0,1,39232.0,1.0,41483.0,,5.835919344483736,9.121519358216647,6.777977179446792,0.942,0.161
2796,2019101302,1702,1,1,0,47915.0,1.0,41448.0,,4.32440230316596,9.193519346772554,5.585734364600919,1.261,0.292
2797,2019101302,2480,0,0,1,39232.0,2.0,43407.0,46672.0,7.605630825672539,10.538430832538994,8.427441188458864,0.822,0.108
2797,2019101302,2480,1,1,0,47915.0,2.0,46346.0,47902.0,5.74238194044665,10.671630848560723,,4.929,0.858
2798,2019101302,3073,0,0,1,46992.0,1.0,39232.0,,4.944294235778395,8.259894249511305,6.223853824407959,1.28,0.259
2798,2019101302,3073,1,1,0,46672.0,1.0,47915.0,,5.05267335009375,8.351094276977125,6.198684407372948,1.146,0.227
2799,2019101302,3735,0,0,1,39232.0,0.0,,,6.879898784635712,9.963898761747528,,3.084,0.448
2799,2019101302,3735,1,1,0,47915.0,0.0,,,6.916811564000191,10.052698791502166,7.974047153383145,1.057,0.153
2800,2019101303,194,0,0,1,45648.0,1.0,38596.0,,4.010117188225104,7.059317169914557,6.906132365565695,2.896,0.722
2800,2019101303,194,1,1,0,46378.0,1.0,45335.0,,4.71168340504823,7.3929171378711,5.7782928880929685,1.067,0.226
2801,2019101303,344,0,0,1,38596.0,1.0,47888.0,,4.506866861292931,7.850066877314659,5.741709671184667,1.235,0.274
2801,2019101303,344,1,1,0,45335.0,1.0,35471.0,,4.943109343694795,7.817666879603477,6.104898975609649,1.162,0.235
2802,2019101303,598,0,0,1,47888.0,1.0,45335.0,,4.545541974376602,7.820341969798965,5.502935612290257,0.957,0.211
2802,2019101303,598,1,1,0,45648.0,1.0,38596.0,,3.5509136096036937,7.928341924022598,5.047050811462562,1.496,0.421
2803,2019101303,682,0,0,1,38596.0,2.0,45648.0,47888.0,6.004925896752214,9.29892587386403,,3.294,0.549
2803,2019101303,682,1,1,0,45335.0,2.0,35471.0,46378.0,6.30115027893104,9.29892587386403,,2.998,0.476
2804,2019101303,1023,0,0,1,38596.0,1.0,47888.0,,4.866673530474769,8.21227354420768,6.021968246797187,1.155,0.237
2804,2019101303,1023,1,1,0,45335.0,2.0,35471.0,46378.0,5.584616533894306,8.117473548785316,,2.533,0.454
2805,2019101303,1163,0,0,1,45648.0,1.0,38596.0,,4.288420577370038,7.671220527016034,,3.383,0.789
2805,2019101303,1163,1,1,0,46378.0,1.0,45335.0,,4.327011522027294,7.654420600258222,5.5491591716215956,1.222,0.282
2806,2019101303,1278,0,0,1,38596.0,2.0,46378.0,47888.0,5.719488453555282,8.333088450122055,7.326918649564483,1.607,0.281
2806,2019101303,1278,1,1,0,45335.0,1.0,35471.0,,5.682700570317799,9.073488430667098,,3.391,0.597
2807,2019101303,1367,0,0,1,45648.0,1.0,38596.0,,5.218789378642494,8.624389392375404,6.5175293624963775,1.299,0.249
2807,2019101303,1367,1,1,0,46378.0,1.0,45335.0,,6.291005725632262,8.48278935575431,9.286837898602304,2.192,0.348
2808,2019101303,1914,0,1,0,45648.0,1.0,38596.0,,3.860782250698154,7.201582269008701,5.244090906328589,1.383,0.358
2808,2019101303,1914,1,0,1,46378.0,1.0,45335.0,,4.766951577624717,7.242382287319248,5.809459817352069,1.043,0.219
2809,2019101303,3545,0,0,1,38596.0,2.0,46378.0,47888.0,5.380964821608005,8.74816487196201,,3.367,0.626
2809,2019101303,3545,1,1,0,45335.0,1.0,35471.0,,5.538957601858143,8.749364784986911,6.7623512097079,1.223,0.221
2810,2019101305,117,0,1,0,46178.0,1.0,45608.0,,4.7779997648457115,8.076799737379892,6.05865641584866,1.281,0.268
2810,2019101305,117,1,0,1,46257.0,1.0,46407.0,,6.193345754557163,8.06119978086744,7.1200696852253476,0.927,0.15
2811,2019101305,260,0,1,0,46407.0,1.0,48010.0,,5.330666745541209,8.612666734097118,,3.282,0.616
2811,2019101305,260,1,0,1,41354.0,2.0,46178.0,46257.0,5.952215136641778,8.423066743252392,,2.471,0.415
2812,2019101305,369,0,1,0,46178.0,1.0,45608.0,,5.250041186629013,8.520041186629014,,3.27,0.623
2812,2019101305,369,1,0,1,46257.0,1.0,46407.0,,6.474785125207955,8.616041209517196,,2.141,0.331
2813,2019101305,455,0,1,0,46407.0,2.0,46178.0,48010.0,6.216060561945566,9.192060584833749,,2.976,0.479
2813,2019101305,455,1,0,1,41354.0,1.0,46257.0,,5.759025905612639,9.434460582544931,7.012368950511113,1.253,0.218
2814,2019101305,562,0,1,0,46178.0,2.0,45608.0,46916.0,6.642648138451894,9.880248140740711,,3.238,0.487
2814,2019101305,562,1,0,1,46257.0,1.0,46407.0,,5.068515745769716,9.72544814531835,,4.657,0.919
2816,2019101305,876,0,1,0,46407.0,1.0,48010.0,,4.214933735772393,7.547333733483574,5.3700995302954055,1.155,0.274
2816,2019101305,876,1,0,1,41354.0,1.0,46257.0,,4.17423502291661,7.465733754082939,,3.291,0.789
2817,2019101305,1489,0,1,0,46178.0,1.0,45608.0,,4.503972887627944,7.880772928826675,7.862081253288201,3.358,0.746
2817,2019101305,1489,1,0,1,46257.0,1.0,46407.0,,5.221365698306402,7.741572889916762,6.3873814374469156,1.166,0.223
2818,2019101305,2091,0,1,0,45608.0,2.0,46178.0,48010.0,5.743853192628343,8.85905319720598,,3.115,0.542
2818,2019101305,2091,1,0,1,41354.0,1.0,46257.0,,5.016186983858471,9.058253178895432,6.282564721326072,1.266,0.252
2819,2019101305,2764,0,1,0,45608.0,1.0,48010.0,,5.686541838719089,9.12334187991782,7.081508170615077,1.395,0.245
2819,2019101305,2764,1,0,1,41354.0,2.0,46178.0,46257.0,5.777955363378307,8.846141829563816,7.031108625086818,1.253,0.217
2820,2019101305,3383,0,1,0,46178.0,1.0,45608.0,,5.418174894986173,8.696574915585538,,3.278,0.605
2820,2019101305,3383,1,0,1,46257.0,1.0,46407.0,,5.447087316134114,8.692974890408536,,3.246,0.596
2821,2019101305,3496,0,1,0,45608.0,1.0,48010.0,,4.620152092111143,7.8493520738005955,5.814599384990633,1.194,0.259
2821,2019101305,3496,1,0,1,41354.0,1.0,46257.0,,4.482393365651724,7.603352108132871,7.046611316317586,2.564,0.572
2822,2019101305,3587,0,1,0,46178.0,1.0,45608.0,,5.7649388355861655,9.114138817275618,6.909867573396435,1.145,0.199
2822,2019101305,3587,1,0,1,46257.0,2.0,41354.0,46407.0,5.412165400096895,9.139338821853254,,3.727,0.689
2823,2019101305,3689,0,0,1,41354.0,2.0,46257.0,48010.0,3.9735138028503227,7.178713807427959,5.122642004021104,1.149,0.289
2823,2019101305,3689,1,1,0,,,,,3.522241960826857,7.243513802850323,4.822459307771636,1.3,0.369
2824,2019101305,3904,0,1,0,46178.0,1.0,45608.0,,5.288968000816801,8.582967977928618,6.2907711784109495,1.002,0.189
2824,2019101305,3904,1,0,1,46257.0,1.0,46407.0,,3.80387749776382,8.624968023704985,5.108592327043256,1.305,0.343
2825,2019101306,550,0,1,0,45021.0,2.0,43533.0,48000.0,6.279679853084453,9.450079862239726,,3.17,0.505
2825,2019101306,550,1,0,1,45478.0,1.0,46099.0,,6.488204123904586,9.476479837062724,7.516251307197669,1.028,0.158
2826,2019101306,1632,0,1,0,42397.0,1.0,45021.0,,4.947437990157144,8.219837987868324,6.0629289163908275,1.115,0.225
2826,2019101306,1632,1,0,1,48000.0,2.0,45478.0,46535.0,5.199575874921572,7.880237997023599,,2.681,0.516
2827,2019101306,1791,0,1,0,45021.0,1.0,48000.0,,4.182898610209303,7.55249860105403,5.472601785758964,1.29,0.308
2827,2019101306,1791,1,0,1,45478.0,1.0,46099.0,,5.787690285543401,7.329298585032301,8.583914432982901,1.542,0.266
2828,2019101306,2689,0,0,1,43533.0,2.0,45478.0,46535.0,5.8130897652385904,8.574289764094182,6.873896493485756,1.061,0.182
2828,2019101306,2689,1,1,0,42397.0,2.0,44911.0,45021.0,5.6438803443378465,9.1286897789715,,3.485,0.617
2829,2019101306,3268,0,1,0,45021.0,1.0,48000.0,,4.3203081557902125,7.605908169523122,5.6545461997678075,1.334,0.309
2829,2019101306,3268,1,0,1,45478.0,1.0,46099.0,,5.669741439157956,7.413908180967214,6.517889489385166,0.848,0.15
2830,2019101306,3828,0,0,1,43533.0,1.0,45478.0,,4.445584308950457,7.642384292928728,7.43199879534778,2.986,0.672
2830,2019101306,3828,1,1,0,42397.0,1.0,45021.0,,2.8586280530690704,7.741984283773455,4.250257605259142,1.392,0.487
2831,2019101307,863,0,1,0,47955.0,1.0,43969.0,,4.265109604632024,7.482309597765569,5.606522224783188,1.341,0.315
